FishCode,PreyID,PreyIDsimple,AlternativeID,MasterName,LeftOtoCheck,RightOtoCheck,LeftLength,LeftWidth,LeftPerim,LeftArea,RightLength,RightWidth,RightPerim,RightArea,AverageLength,AverageWidth,AveragePerimeter,AverageArea,LeftComposition,RightComposition,Digestion,ActualFishLen,ActualFishWeight,AVGPredictedLength,SalmonSpecies,SalmonSex,SalmonLength,SalmonWeight,CollectionMonth,CollectionYear,CollectionDayofYear,Season,Latitude,Longitude,StatArea
17368,B,B,,17368HerringHerringB,YES,NO,2.311420979,1.218023108,6.425381313,1.928740906,,,,,2.311420979,1.218023108,6.425381313,1.928740906,Aragonite,,3,95,5.2715,105.6263541,ch,female,65.98984772,,1,2018,13,winter,49.024516,-123.565729,29
17368,C,C,,17368HerringHerringC,YES,NO,1.983182075,1.055612723,5.261184356,1.470554273,,,,,1.983182075,1.055612723,5.261184356,1.470554273,Aragonite,,4,,,90.30350565,ch,female,65.98984772,,1,2018,13,winter,49.024516,-123.565729,29
17368,D,D,,17368HerringHerringD,YES,YES,2.103584381,1.078795972,5.73622597,1.591059486,2.107530469,1.074584386,5.596226426,1.571505661,2.105557425,1.076690179,5.666226198,1.581282574,Aragonite,Aragonite,3,86,3.264,96.01623171,ch,female,65.98984772,,1,2018,13,winter,49.024516,-123.565729,29
17368,E,E,,17368HerringHerringE,YES,YES,2.228507193,1.198554902,6.118557556,1.880034006,2.224237652,1.178667671,6.078880269,1.844223185,2.226372422,1.188611286,6.098718913,1.862128596,Aragonite,Aragonite,3,83,3.0513,101.6561174,ch,female,65.98984772,,1,2018,13,winter,49.024516,-123.565729,29
17368,F,F,,17368HerringHerringF,YES,NO,3.982213411,1.91389959,10.89332471,5.243641557,,,,,3.982213411,1.91389959,10.89332471,5.243641557,Aragonite,,3,173,58.5962,183.6222864,ch,female,65.98984772,,1,2018,13,winter,49.024516,-123.565729,29
17369,A,A,Unidentified Fish,17369Unidentified FishHerringA,YES,YES,1.875496069,1.013440132,4.976864477,1.367186041,1.875287235,1.031685945,5.064544549,1.361165223,1.875391652,1.022563039,5.020704513,1.364175632,Aragonite,Aragonite,4,,,85.27163309,ch,female,67,,2,2018,51,winter,48.68714227,-123.4914102,19
17370,A,A,,17370HerringHerringA,YES,YES,1.993245088,1.077929058,5.608055844,1.475938419,1.996584043,1.101535395,5.694170641,1.499950488,1.994914566,1.089732227,5.651113243,1.487944453,Aragonite,Aragonite,3,88,5.578,90.85120175,ch,female,62,,1,2018,5,winter,48.696638,-123.482753,18
17370,B,B,,17370HerringHerringB,YES,YES,1.812429514,0.955903753,5.912846025,1.181816263,1.873435017,1.018993263,6.096142054,1.233849748,1.842932266,0.987448508,6.00449404,1.207833006,Aragonite,Aragonite,3,80,4.8118,83.75636402,ch,female,62,,1,2018,5,winter,48.696638,-123.482753,18
17370,C,C,,17370HerringHerringC,NO,YES,,,,,1.996435815,1.050981607,5.408013583,1.476562072,1.996435815,1.050981607,5.408013583,1.476562072,Aragonite,Aragonite,4,,,90.9222167,ch,female,62,,1,2018,5,winter,48.696638,-123.482753,18
17370,D,A,Unidentified Fish,17370Unidentified FishHerringA,YES,NO,1.937326796,1.066338476,5.339846671,1.459458445,,,,,1.937326796,1.066338476,5.339846671,1.459458445,Aragonite,,4,,,88.1628895,ch,female,62,,1,2018,5,winter,48.696638,-123.482753,18
17372,A,A,,17372HerringHerringA,NO,YES,,,,,2.424072424,1.223483516,6.873150362,2.07395469,2.424072424,1.223483516,6.873150362,2.07395469,,Aragonite,3,96,8.4008,110.8851489,ch,male,65,,2,2018,41,winter,48.71485331,-123.3107713,18
17372,B,B,,17372HerringHerringB,YES,YES,1.848695005,0.978903234,4.88980504,1.29789403,1.838474952,1.000674008,5.10094594,1.30956688,1.843584978,0.989788621,4.99537549,1.303730455,Aragonite,Aragonite,3,85,5.1716,83.78683396,ch,male,65,,2,2018,41,winter,48.71485331,-123.3107713,18
17372,D,D,Unidentified Fish,17372Unidentified FishHerringD,YES,YES,2.049982897,1.074432931,5.503332487,1.548417506,2.023019113,1.082044652,5.391243217,1.579383105,2.036501005,1.078238792,5.447287852,1.563900306,Aragonite,Aragonite,4,,,92.79253991,ch,male,65,,2,2018,41,winter,48.71485331,-123.3107713,18
17374,A,A,,17374HerringHerringA,YES,YES,2.041469574,1.117679953,5.586263535,1.645268897,2.054622118,1.117089909,5.676283009,1.629441483,2.048045846,1.117384931,5.631273272,1.63735519,Aragonite,Aragonite,3,89,4.4813,93.33147618,ch,male,64,,1,2018,19,winter,48.696638,-123.482753,18
17376,A,A,,17376HerringHerringA,YES,YES,1.747698895,0.897157257,4.563124219,1.124161765,1.73972272,0.869214838,4.448015587,1.094900218,1.743710808,0.883186048,4.505569903,1.109530992,,,2,69,3.3133,79.12450792,ch,male,51,3.25,11,2017,331,winter,48.42394945,-123.4244635,19
17376,B,B,Unidentified Fish,17376Unidentified FishHerringB,NO,YES,,,,,1.983768806,1.019141849,5.184926792,1.459197011,1.983768806,1.019141849,5.184926792,1.459197011,,,4,,,90.3308954,ch,male,51,3.25,11,2017,331,winter,48.42394945,-123.4244635,19
17378,A,A,Unidentified Fish,17378Unidentified FishHerringA,YES,YES,1.78791962,0.996083517,4.837379265,1.296131391,1.787993999,1.005182029,4.808479325,1.309627085,1.78795681,1.000632773,4.822929295,1.302879238,,,4,,,81.18999978,ch,male,72,10.5,12,2017,337,winter,48.41464598,-123.4159602,19
17382,A,A,Unidentified Fish,17382Unidentified FishHerringA,YES,YES,3.614863437,1.851143743,9.740321336,4.765444661,3.674540063,1.838452954,10.30819643,4.768685478,3.64470175,1.844798348,10.02425888,4.76706507,Aragonite,Aragonite,4,,,167.8665671,ch,female,62,6.625,2,2018,46,winter,48.41464598,-123.4159602,19
17383,A,A,,17383HerringHerringA,YES,YES,2.958492938,1.456068959,8.373504991,2.966430819,2.917341461,1.456873061,7.981523594,2.921129873,2.9379172,1.45647101,8.177514293,2.943780346,Aragonite,Aragonite,3,127,9.4131,134.8724507,ch,female,67,8.625,1,2018,4,winter,48.41464598,-123.4159602,19
17392,A,,Unidentified Material,17392Unidentified MaterialHerring,NO,YES,,,,,2.124503776,1.163767119,5.641469468,1.746445182,2.124503776,1.163767119,5.641469468,1.746445182,,Aragonite,4,,,96.90068527,ch,female,63.5,6.25,3,2018,76,spring,48.65675833,-123.4570531,19
17393,A,A,Unidentified Fish,17393Unidentified FishHerringA,YES,YES,2.151214811,1.162867051,6.004809317,1.797198297,2.120372958,1.17999598,5.866443004,1.783152336,2.135793885,1.171431515,5.935626161,1.790175316,Aragonite,Aragonite,4,,,97.42773013,ch,female,63.45177665,7.5,3,2018,76,spring,48.70337357,-123.4351837,18
17394,A,A,Unidentified Fish,17394Unidentified FishHerringA,YES,YES,1.936755427,1.078073194,5.178359537,1.445838679,1.974718711,1.105618025,5.305130881,1.511021748,1.955737069,1.09184561,5.241745209,1.478430213,Aragonite,Aragonite,4,,,89.02231784,ch,,68,9,3,2018,76,spring,48.71312537,-123.4908493,18
17395,A,A,Unidentified Fish,17395Unidentified FishHerringA,NO,YES,,,,,4.072298539,1.987302824,10.70660195,5.621595578,4.072298539,1.987302824,10.70660195,5.621595578,,Aragonite,4,,,187.8276404,ch,female,67.5,8.75,3,2018,76,spring,48.71312537,-123.4908493,18
17395,B,B,Unidentified Fish,17395Unidentified FishHerringB,YES,YES,3.333742045,1.56900179,9.424226415,3.768691134,3.34510627,1.563144795,9.385096037,3.757101219,3.339424157,1.566073293,9.404661226,3.762896176,Aragonite,Aragonite,4,,,153.6155985,ch,female,67.5,8.75,3,2018,76,spring,48.71312537,-123.4908493,18
17396,A,A,,17396HerringHerringA,YES,NO,2.221198387,1.228436164,6.114617296,1.901579827,,,,,2.221198387,1.228436164,6.114617296,1.901579827,Aragonite,Aragonite,3,91,7.7102,101.4145831,ch,female,58,6,3,2018,76,spring,48.71312537,-123.4908493,18
17396,B,B,,17396HerringHerringB,NO,YES,,,,,2.203197986,1.11326397,5.812721144,1.718445081,2.203197986,1.11326397,5.812721144,1.718445081,,Aragonite,3,94,4.2879,100.5742884,ch,female,58,6,3,2018,76,spring,48.71312537,-123.4908493,18
17397,A,A,,17397HerringHerringA,YES,YES,1.831152056,1.023792834,5.186696792,1.307038652,1.870178397,1.001954089,5.400673862,1.292302197,1.850665226,1.012873462,5.293685327,1.299670425,Aragonite,Aragonite,2,80,5.048,84.11735409,ch,female,65,8,3,2018,76,spring,48.68569583,-123.4790973,19
17397,B,B,,17397HerringHerringB,YES,YES,1.937928514,1.008959471,5.159390622,1.411599955,1.993003726,1.044162313,5.223566364,1.434717636,1.96546612,1.026560892,5.191478493,1.423158795,Aragonite,Aragonite,2,79,4.4117,89.47648941,ch,female,65,8,3,2018,76,spring,48.68569583,-123.4790973,19
17397,C,C,,17397HerringHerringC,YES,YES,1.931018726,1.052576359,5.141445669,1.432300929,1.962576455,1.067876085,5.262060273,1.495168506,1.94679759,1.060226222,5.201752971,1.463734717,Aragonite,Aragonite,4,,,88.60500511,ch,female,65,8,3,2018,76,spring,48.68569583,-123.4790973,19
17398,A,A,,17398HerringHerringA,YES,YES,2.082925096,1.164487777,5.73195731,1.736422103,2.162913923,1.131988747,5.728549883,1.766547566,2.12291951,1.148238262,5.730253597,1.751484835,Aragonite,Aragonite,3,97,6.3993,96.82672855,ch,female,62.5,6.5,3,2018,76,spring,48.74882701,-123.5531154,18
17400,A,A,,17400HerringHerringA,YES,YES,1.929458047,1.032386597,5.30092109,1.397367449,1.96142034,1.040404264,5.005097567,1.408493419,1.945439194,1.03639543,5.153009328,1.402930434,Vaterite,Aragonite,2,76,3.589,88.54159244,ch,female,58.37563452,8,3,2018,76,spring,48.68569583,-123.4790973,19
17402,A,A,,17402HerringHerringA,YES,YES,1.802962117,1.035559031,4.888036396,1.277478474,1.888376393,1.038430694,4.997405151,1.356743356,1.845669255,1.036994862,4.942720773,1.317110915,Aragonite,Aragonite,2,80,4.6571,83.88413216,ch,,66,7.75,3,2018,76,spring,48.70337357,-123.4351837,18
17402,B,B,Unidentified Fish,17402Unidentified FishHerringB,YES,YES,2.234640349,1.177213495,6.157531921,1.864306547,2.199453388,1.178200024,6.015311228,1.786418572,2.217046869,1.17770676,6.086421575,1.825362559,Aragonite,Aragonite,4,,,101.2207819,ch,,66,7.75,3,2018,76,spring,48.70337357,-123.4351837,18
17403,A,A,,17403HerringHerringA,YES,YES,2.056148142,1.090266031,5.461690309,1.598363738,2.086444214,1.095145905,5.770432752,1.605356388,2.071296178,1.092705968,5.616061531,1.601860063,Aragonite,Aragonite,3,79,4.284,94.41684817,ch,,,8.75,3,2018,76,spring,48.68714227,-123.4914102,19
17403,B,A,Unidentified Fish,17403Unidentified FishHerringA,YES,YES,2.113369053,1.187898605,5.75983553,1.748015912,2.202479816,1.180164575,5.856011204,1.807096584,2.157924435,1.18403159,5.807923367,1.777556248,Aragonite,Aragonite,4,,,98.46082847,ch,,,8.75,3,2018,76,spring,48.68714227,-123.4914102,19
17403,C,B,Unidentified Fish,17403Unidentified FishHerringB,YES,YES,2.362758604,1.221616536,6.318668183,1.996168555,2.365623424,1.217175215,6.211939731,1.967635978,2.364191014,1.219395875,6.265303957,1.981902267,Aragonite,Aragonite,4,,,108.0897649,ch,,,8.75,3,2018,76,spring,48.68714227,-123.4914102,19
17405,A,A,,17405HerringHerringA,YES,NO,3.479158079,1.624593267,9.813093149,3.880872058,,,,,3.479158079,1.624593267,9.813093149,3.880872058,Aragonite,,2,154,45.3839,160.1386574,ch,male,78,,3,2018,80,spring,48.68714227,-123.4914102,19
17405,A,A,Unidentified Fish,17405Unidentified FishHerringA,YES,YES,2.203285266,1.168485883,5.928133615,1.888283506,2.267461131,1.169972069,6.094363801,1.933290162,2.235373199,1.169228976,6.011248708,1.910786834,Aragonite,Aragonite,4,,,102.0762917,ch,male,78,,3,2018,80,spring,48.68714227,-123.4914102,19
17405,B,B,,17405HerringHerringB,NO,YES,,,,,2.265708458,1.303820927,6.211605043,1.977049815,2.265708458,1.303820927,6.211605043,1.977049815,,Aragonite,3,90,5.6658,103.4924023,ch,male,78,,3,2018,80,spring,48.68714227,-123.4914102,19
17405,B,B,Unidentified Fish,17405Unidentified FishHerringB,YES,YES,2.023397278,1.126797605,5.476949262,1.571253946,2.075300736,1.119319284,5.525708767,1.626128981,2.049349007,1.123058445,5.501329014,1.598691463,Aragonite,Aragonite,3,80,3.8384,93.39231036,ch,male,78,,3,2018,80,spring,48.68714227,-123.4914102,19
17405,C,C,Unidentified Fish,17405Unidentified FishHerringC,YES,YES,2.426802774,1.255082566,6.796649395,2.060358523,2.543920925,1.25711095,6.834120947,2.141101486,2.485361849,1.256096758,6.815385171,2.100730005,Aragonite,Aragonite,3,86,6.0964,113.7462619,ch,male,78,,3,2018,80,spring,48.68714227,-123.4914102,19
17405,E,E,Unidentified Fish,17405Unidentified FishHerringE,YES,YES,2.753986571,1.344436683,7.36240971,2.636391982,2.778821095,1.320724626,7.469117864,2.611310155,2.766403833,1.332580654,7.415763787,2.623851069,Aragonite,Aragonite,4,,,126.8658637,ch,male,78,,3,2018,80,spring,48.68714227,-123.4914102,19
17406,A,A,Unidentified Fish,17406Unidentified FishHerringA,YES,YES,2.075973527,1.108300706,5.608570059,1.61823242,2.076736387,1.076060826,5.575828738,1.607125666,2.076354957,1.092180766,5.592199398,1.612679043,Aragonite,Aragonite,4,,,94.6530021,ch,female,63,,1,2018,2,winter,49.23346277,-123.9128993,17
17406,B,B,Unidentified Fish,17406Unidentified FishHerringB,YES,YES,2.40356624,1.174608274,6.456413995,1.944192433,2.468889576,1.159920724,6.368778318,1.998613421,2.436227908,1.167264499,6.412596157,1.971402927,Aragonite,Aragonite,4,,,111.4525912,ch,female,63,,1,2018,2,winter,49.23346277,-123.9128993,17
17407,A,A,,17407HerringHerringA,YES,YES,2.275940653,1.166425674,6.185071626,1.847405054,2.356651421,1.194818916,6.264482592,1.946764016,2.316296037,1.180622295,6.224777109,1.897084535,Aragonite,Aragonite,2,94,7.4851,105.8539316,ch,,62,,1,2018,1,winter,49.23346277,-123.9128993,17
17407,B,B,,17407HerringHerringB,YES,YES,2.234773554,1.15246881,6.020473836,1.744740266,2.284016182,1.132355352,6.026541348,1.783045029,2.259394868,1.142412081,6.023507592,1.763892647,Aragonite,Aragonite,1,91,9.5743,103.1976712,ch,,62,,1,2018,1,winter,49.23346277,-123.9128993,17
17407,C,C,,17407HerringHerringC,YES,NO,2.241439287,1.216313764,6.028275156,1.897341173,,,,,2.241439287,1.216313764,6.028275156,1.897341173,Aragonite,,2,92,7.6548,102.3594688,ch,,62,,1,2018,1,winter,49.23346277,-123.9128993,17
17407,D,D,,17407HerringHerringD,YES,YES,2.106839527,1.128403899,5.853426208,1.680539739,2.158305968,1.108819913,5.75472034,1.684386368,2.132572748,1.118611906,5.804073274,1.682463054,Aragonite,Aragonite,3,85,5.2118,97.27736102,ch,,62,,1,2018,1,winter,49.23346277,-123.9128993,17
17408,A,A,,17408HerringHerringA,YES,YES,3.739798565,1.771634031,10.59972384,4.700414584,3.720898282,1.803367996,10.46087406,4.726020923,3.730348424,1.787501014,10.53029895,4.713217753,Aragonite,Aragonite,2,185,50.5951,171.8647251,ch,,62,,3,2018,86,spring,49.23346277,-123.9128993,17
17409,A,A,Unidentified Fish,17409Unidentified FishHerringA,NO,YES,,,,,3.721034102,1.744678737,10.77425935,4.711063286,3.721034102,1.744678737,10.77425935,4.711063286,,Aragonite,4,,,171.4299139,ch,,71,,3,2018,86,spring,49.23346277,-123.9128993,17
17410,A,A,,17410HerringHerringA,YES,YES,3.716379822,1.659704019,10.11141475,4.25664248,3.768395262,1.60507468,10.11183069,4.21803461,3.742387542,1.63238935,10.11162272,4.237338545,Aragonite,Aragonite,2,182,57.0195,172.4267352,ch,,67,,3,2018,86,spring,49.23346277,-123.9128993,17
17410,B,B,Unidentified Fish,17410Unidentified FishHerringB,YES,YES,3.201313647,1.755234847,9.201472223,4.065011013,3.245701884,1.740316775,9.489846986,4.048749786,3.223507766,1.747775811,9.345659604,4.056880399,Aragonite,Aragonite,4,,,148.2043895,ch,,67,,3,2018,86,spring,49.23346277,-123.9128993,17
17415,A,A,,17415HerringHerringA,YES,NO,4.130652594,1.95547209,11.29702303,5.596753598,,,,,4.130652594,1.95547209,11.29702303,5.596753598,Aragonite,,1,175,61.1023,190.5517244,ch,female,72.33502538,,3,2018,61,spring,49.94581464,-125.1776732,13
17415,A,A,Unidentified Fish,17415Unidentified FishHerringA,YES,NO,4.28208694,1.869149498,11.3435367,5.55272808,,,,,4.28208694,1.869149498,11.3435367,5.55272808,Aragonite,,4,,,197.6209825,ch,female,72.33502538,,3,2018,61,spring,49.94581464,-125.1776732,13
17415,B,B,,17415HerringHerringB,YES,YES,4.158222918,1.83908597,11.69612085,5.458971131,4.215180207,1.844291874,11.79834808,5.487608639,4.186701562,1.841688922,11.74723447,5.473289885,Aragonite,Aragonite,2,191,85.8166,193.1682023,ch,female,72.33502538,,3,2018,61,spring,49.94581464,-125.1776732,13
17416,A,A,Unidentified Fish,17416Unidentified FishHerringA,NO,YES,,,,,3.700653296,1.859563916,11.24691427,4.862723901,3.700653296,1.859563916,11.24691427,4.862723901,,Aragonite,4,,,170.4784972,ch,,78.68020305,,3,2018,69,spring,49.94581464,-125.1776732,13
17416,B,B,,17416HerringHerringB,NO,YES,,,,,3.717403734,1.84536079,10.15275375,4.802473754,3.717403734,1.84536079,10.15275375,4.802473754,,Aragonite,3,175,29.2041,171.2604411,ch,,78.68020305,,3,2018,69,spring,49.94581464,-125.1776732,13
17421,A,A,,17421HerringHerringA,YES,YES,3.40102765,1.635918439,9.25308234,3.950990082,3.280405438,1.649441769,9.067132329,3.820721081,3.340716544,1.642680104,9.160107334,3.885855582,Aragonite,Aragonite,3,157,37.0152,153.6759297,ch,,71.5,11.2,4,2018,111,spring,49.23346277,-123.9128993,17
17425,B,B,Unidentified Fish,17425Unidentified FishHerringB,YES,YES,2.366213441,1.279376123,6.516526034,2.093240695,2.434624132,1.254469616,6.702651733,2.083324474,2.400418787,1.266922869,6.609588883,2.088282585,Aragonite,Aragonite,4,,,109.7809498,ch,female,57,5.25,4,2018,104,spring,48.40852342,-123.3825614,19
17428,A,A,,17428HerringHerringA,YES,YES,2.961264092,1.411176526,7.886220134,3.009349064,2.964594085,1.430627977,7.643297374,2.955579079,2.962929089,1.420902252,7.764758754,2.982464072,Aragonite,Aragonite,2,137,24.3614,136.0400557,ch,male,64,6.5,3,2018,62,spring,48.41464598,-123.4159602,19
17429,A,A,,17429HerringHerringA,NO,YES,,,,,3.917104219,1.898649554,11.70951977,5.342718152,3.917104219,1.898649554,11.70951977,5.342718152,,Aragonite,2,200,82.4961,180.5828592,ch,female,74,13.5,3,2018,70,spring,48.41464598,-123.4159602,19
17429,A,A,Unidentified Fish,17429Unidentified FishHerringA,YES,YES,3.758951637,1.786801479,10.46800529,4.731271822,3.736322029,1.757799067,10.08604975,4.647770828,3.747636833,1.772300273,10.27702752,4.689521325,Aragonite,Aragonite,4,,,172.6717826,ch,female,74,13.5,3,2018,70,spring,48.41464598,-123.4159602,19
17430,A,A,Unidentified Fish,17430Unidentified FishHerringA,YES,YES,3.755782536,1.777059207,10.47750437,4.659473327,3.846649691,1.807445945,10.71476969,4.729540937,3.801216114,1.792252576,10.59613703,4.694507132,Aragonite,Aragonite,4,,,175.1729706,ch,,61,6.4,4,2018,111,spring,49.23346277,-123.9128993,17
17431,A,A,Unidentified Fish,17431Unidentified FishHerringA,YES,NO,2.973458674,1.534234364,8.590187486,3.159318393,,,,,2.973458674,1.534234364,8.590187486,3.159318393,Aragonite,,4,,,136.5315978,ch,female,63,8.11,4,2018,111,spring,49.23346277,-123.9128993,17
17432,A,A,Unidentified Fish,17432Unidentified FishHerringA,YES,YES,3.071219909,1.493603199,8.693339369,3.247633887,3.027967299,1.503268281,8.592430296,3.193843165,3.049593604,1.49843574,8.642884833,3.220738526,Aragonite,Aragonite,4,,,140.0857286,ch,female,79,15.6,4,2018,111,spring,49.23346277,-123.9128993,17
17432,B,B,Unidentified Fish,17432Unidentified FishHerringB,NO,YES,,,,,3.002577975,1.423364766,7.985075246,3.064685156,3.002577975,1.423364766,7.985075246,3.064685156,,Aragonite,4,,,137.890945,ch,female,79,15.6,4,2018,111,spring,49.23346277,-123.9128993,17
17432,C,C,Unidentified Fish,17432Unidentified FishHerringC,YES,YES,2.329432247,1.130508659,6.310526559,1.829612381,2.3267286,1.126828548,6.191369522,1.807102738,2.328080424,1.128668603,6.25094804,1.81835756,Aragonite,Aragonite,4,,,106.4040503,ch,female,79,15.6,4,2018,111,spring,49.23346277,-123.9128993,17
17433,A,A,,17433HerringHerringA,YES,YES,2.826697094,1.343543289,7.797134535,2.728197162,2.930915897,1.319092104,7.857059919,2.71358309,2.878806495,1.331317697,7.827097227,2.720890126,Aragonite,Aragonite,3,122,8.4352,132.1130448,ch,female,65,7.11,4,2018,111,spring,49.23346277,-123.9128993,17
17434,A,A,Unidentified Fish,17434Unidentified FishHerringA,YES,YES,3.758737165,1.866788573,10.44224758,5.025299713,3.720805401,1.845162918,10.07698962,4.883889426,3.739771283,1.855975746,10.2596186,4.954594569,Aragonite,Aragonite,4,,,172.304603,ch,,66,7.11,4,2018,111,spring,49.23346277,-123.9128993,17
17440,A,A,,17440HerringHerringA,YES,YES,2.211661604,1.17855559,5.89541969,1.851889604,2.210090156,1.14539466,6.008424821,1.801731979,2.21087588,1.161975125,5.951922255,1.826810792,Aragonite,Aragonite,3,92,4.713,100.9327078,ch,,66,8.6,4,2018,111,spring,49.23346277,-123.9128993,17
17440,A,A,Unidentified Fish,17440Unidentified FishHerringA,NO,YES,,,,,2.478611267,1.275227727,7.080396647,2.202023936,2.478611267,1.275227727,7.080396647,2.202023936,,Aragonite,4,,,113.4311312,ch,,66,8.6,4,2018,111,spring,49.23346277,-123.9128993,17
17440,B,B,Unidentified Fish,17440Unidentified FishHerringB,YES,YES,2.487624546,1.304559506,7.476187489,2.284946502,2.50570778,1.300716384,6.932378877,2.277803376,2.496666163,1.302637945,7.204283183,2.281374939,Aragonite,Aragonite,4,,,114.2739698,ch,,66,8.6,4,2018,111,spring,49.23346277,-123.9128993,17
17441,A,A,,17441HerringHerringA,YES,YES,2.337673773,1.217580743,6.114418468,1.980757511,2.471079288,1.207077919,6.570103621,2.093412504,2.40437653,1.212329331,6.342261044,2.037085007,Aragonite,Aragonite,3,110,11.579,109.9657052,ch,female,78,16,4,2018,111,spring,49.14720759,-123.6631623,17
17441,A,A,Unidentified Fish,17441Unidentified FishHerringA,YES,YES,3.689742519,1.693335876,10.43915652,4.586045583,3.820290048,1.711729099,11.17322859,4.684968672,3.755016284,1.702532488,10.80619255,4.635507127,Aragonite,Aragonite,4,,,173.0162702,ch,female,78,16,4,2018,111,spring,49.14720759,-123.6631623,17
17442,A,A,,17442HerringHerringA,YES,YES,3.389768993,1.698707238,9.441418664,4.128246348,3.45996286,1.699656836,9.627097471,4.228932154,3.424865927,1.699182037,9.534258068,4.178589251,Aragonite,Aragonite,2,155,31.2047,157.6041912,ch,female,71,12.1,4,2018,111,spring,49.2350192,-123.9562758,17
17442,A,A,Unidentified Fish,17442Unidentified FishHerringA,YES,YES,3.5804205,1.655569797,9.478494553,4.324891506,3.640313468,1.692667318,9.970102316,4.399664732,3.610366984,1.674118557,9.724298434,4.362278119,Aragonite,Aragonite,4,,,166.2637516,ch,female,71,12.1,4,2018,111,spring,49.2350192,-123.9562758,17
17443,A,A,,17443HerringHerringA,YES,YES,3.54210802,1.600307175,9.606126711,4.041360957,3.585754426,1.593952361,9.882169026,4.113095305,3.563931223,1.597129768,9.744147869,4.077228131,Aragonite,Aragonite,3,164,32.8483,164.0960374,ch,male,70,11.15,4,2018,111,spring,49.23346277,-123.9128993,17
17443,B,B,,17443HerringHerringB,YES,YES,2.240507988,1.233562496,6.181857577,1.945062843,2.287510446,1.204731129,6.204148969,1.960950279,2.264009217,1.219146813,6.193003273,1.953006561,Aragonite,Aragonite,4,,,103.4130783,ch,male,70,11.15,4,2018,111,spring,49.23346277,-123.9128993,17
17445,A,A,Unidentified Fish,17445Unidentified FishHerringA,YES,YES,2.35260335,1.183084175,6.26542187,1.972384477,2.402579301,1.185693278,6.436141613,1.995475544,2.377591326,1.184388727,6.350781741,1.983930011,Aragonite,Aragonite,4,,,108.7153183,ch,male,,10.3,4,2018,111,spring,49.2350192,-123.9562758,17
17446,A,A,Unidentified Fish,17446Unidentified FishHerringA,YES,YES,3.105193663,1.579636664,8.481028781,3.532712675,3.206278609,1.554267633,8.473333873,3.536042417,3.155736136,1.566952149,8.477181327,3.534377546,Aragonite,Aragonite,3,137,12.2635,145.0406743,ch,female,62,10,4,2018,111,spring,49.17622966,-123.9390441,17
17448,A,A,Unidentified Fish,17448Unidentified FishHerringA,YES,YES,4.212226286,1.864614447,11.7421786,5.426480179,4.22748182,1.906120572,11.68144816,5.541479207,4.219854053,1.885367509,11.71181338,5.483979693,Aragonite,Aragonite,4,,,194.7158269,ch,,74,11,4,2018,111,spring,49.21275341,-123.890558,17
17449,A,A,,17449HerringHerringA,YES,YES,2.325675624,1.239499187,6.370369226,2.090187952,2.381229579,1.251225936,6.536708585,2.159590661,2.353452601,1.245362561,6.453538905,2.124889307,Aragonite,Aragonite,2,105,13.1091,107.5884743,ch,female,65,9.2,4,2018,111,spring,49.23346277,-123.9128993,17
17450,A,A,,17450HerringHerringA,YES,YES,4.111680215,1.952434475,11.04102489,5.561003038,4.120381629,1.962750513,11.04007222,5.642311151,4.116030922,1.957592494,11.04054856,5.601657094,Aragonite,Aragonite,3,186,51.696,189.8691555,ch,female,,8.9,4,2018,111,spring,49.22996062,-123.9473629,17
17455,A,A,,17455HerringHerringA,YES,YES,3.836662133,1.687218681,10.21304978,4.700552475,3.71647171,1.741879622,9.878746355,4.64652328,3.776566921,1.714549151,10.04589807,4.673537878,Aragonite,Aragonite,1,171,58.2889,174.022297,ch,male,64,8,3,2018,90,spring,49.22178796,-123.9420151,17
17456,A,A,,17456HerringHerringA,YES,YES,3.733793969,1.931467727,10.89922851,5.22326037,3.8409711,1.935595616,11.36455073,5.348117169,3.787382535,1.933531671,11.13188962,5.285688769,Aragonite,Aragonite,3,176,22.1208,174.5271915,ch,female,67,,4,2018,108,spring,49.23346277,-123.9128993,17
17456,B,B,,17456HerringHerringB,YES,YES,3.858288442,1.777299646,10.68196798,4.7599034,3.806951913,1.773522634,10.53049286,4.709705351,3.832620178,1.77541114,10.60623042,4.734804376,Aragonite,Aragonite,3,169,28.4763,176.6389751,ch,female,67,,4,2018,108,spring,49.23346277,-123.9128993,17
17461,A,A,Unidentified Fish,17461Unidentified FishHerringA,YES,YES,3.356069058,1.59327244,9.50572363,3.728776053,3.372021693,1.57760656,9.084972116,3.648653793,3.364045375,1.5854395,9.295347873,3.688714923,Aragonite,Aragonite,4,,,154.7649662,ch,female,64,,4,2018,108,spring,49.23346277,-123.9128993,17
17462,A,A,,17462HerringHerringA,YES,NO,3.665057034,1.714921362,10.23190417,4.542669907,,,,,3.665057034,1.714921362,10.23190417,4.542669907,Aragonite,,3,160,45.8987,168.8167925,ch,female,72,,4,2018,102,spring,49.23346277,-123.9128993,17
17464,A,A,Unidentified Fish,17464Unidentified FishHerringA,YES,YES,2.404349105,1.273006871,6.524040652,2.117956392,2.457147917,1.192368476,6.607971774,2.036186263,2.430748511,1.232687674,6.566006213,2.077071327,Aragonite,Aragonite,4,,,111.196802,ch,female,57,,5,2018,126,spring,48.42895457,-123.2543666,19
